Flood_Event_ID,Facility_ID,Observation_Date,Day_Since_Event,Occupancy_Type,Foundation_Type,Gross_Floor_Area_m2,Peak_Inundation_Depth_above_Grade_m,Flood_Duration_hr,Flow_Velocity_m_per_s,Structural_Condition_Index,First_Floor_Elevation_above_Grade_m,Flood_Damage_Resistant_Materials_Share_pct,Contractor_Crew_Availability_pct,Utility_Service_Availability_pct,Drying_and_Cleanup_Progress_pct,Functional_Recovery_Ratio_pct
EVT01,FAC002,2023-08-16,5,Retail,NaN,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,34.6,65.1,29.5,52.39
EVT01,FAC002,2023-08-17,6,Retail,Raised slab,2731.1,NaN,NaN,1.39,70.9,NaN,46.3,38.6,73.2,37.0,53.77
EVT01,FAC002,2023-08-18,7,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,44.3,79.0,43.5,55.27
EVT01,FAC002,2023-08-19,8,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,51.3,NaN,NaN,56.36
EVT01,FAC002,2023-08-20,9,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,52.5,78.9,NaN,57.78
EVT01,FAC002,2023-08-21,10,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,58.2,85.0,58.9,60.05
EVT01,FAC002,2023-08-22,11,Retail,Raised slab,2731.1,1.6,56.6,NaN,70.9,0.66,46.3,68.3,NaN,59.7,61.88
EVT01,FAC002,2023-08-23,12,Retail,Raised slab,2731.1,NaN,56.6,1.39,70.9,0.66,46.3,64.2,84.6,67.1,63.83
EVT01,FAC002,2023-08-24,13,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,73.3,88.6,67.4,66.39
EVT01,FAC002,2023-08-25,14,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,NaN,73.9,92.4,72.9,69.41
EVT01,FAC002,2023-08-26,15,Retail,Raised slab,2731.1,1.6,56.6,1.39,NaN,0.66,46.3,71.1,90.7,84.2,70.38
EVT01,FAC002,2023-08-27,16,Retail,Raised slab,NaN,1.6,56.6,NaN,70.9,0.66,46.3,79.9,95.8,79.8,71.96
EVT01,FAC002,2023-08-28,17,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,76.6,96.2,82.1,74.66
EVT01,FAC002,2023-08-29,18,NaN,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,79.3,89.8,84.9,75.8
EVT01,FAC002,2023-08-30,19,Retail,Raised slab,NaN,1.6,56.6,1.39,70.9,0.66,46.3,82.1,88.2,85.5,77.55
EVT01,FAC002,2023-08-31,20,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,NaN,81.0,87.4,97.2,79.25
EVT01,FAC002,2023-09-01,21,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,NaN,87.3,89.7,79.81
EVT01,FAC002,2023-09-02,22,Retail,Raised slab,2731.1,1.6,56.6,NaN,70.9,0.66,46.3,82.7,91.5,87.9,81.41
EVT01,FAC002,2023-09-03,23,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,74.4,93.4,94.1,83.27
EVT01,FAC002,2023-09-04,24,Retail,NaN,2731.1,1.6,56.6,1.39,70.9,NaN,46.3,73.8,93.4,NaN,83.41
EVT01,FAC002,2023-09-05,25,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,76.7,98.7,97.8,85.72
EVT01,FAC002,2023-09-06,26,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,NaN,NaN,83.1,90.9,94.8,86.28
EVT01,FAC002,2023-09-07,27,Retail,NaN,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,84.3,89.6,98.2,86.28
EVT01,FAC002,2023-09-08,28,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,76.4,95.9,97.1,87.02
EVT01,FAC002,2023-09-09,29,Retail,Raised slab,2731.1,NaN,56.6,1.39,70.9,0.66,46.3,81.1,95.8,100.0,88.37
EVT01,FAC002,2023-09-10,30,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,79.8,92.8,97.5,89.76
EVT01,FAC002,2023-09-11,31,Retail,Raised slab,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,87.8,91.4,100.0,90.11
EVT01,FAC002,2023-09-12,32,Retail,Raised slab,NaN,1.6,56.6,1.39,70.9,0.66,46.3,85.7,99.0,94.9,91.55
EVT01,FAC002,2023-09-13,33,Retail,NaN,NaN,1.6,56.6,1.39,70.9,0.66,46.3,88.7,90.6,95.3,91.95
EVT01,FAC002,2023-09-14,34,Retail,NaN,2731.1,1.6,56.6,1.39,70.9,0.66,46.3,81.8,90.0,96.2,92.79
EVT01,FAC003,2023-08-11,0,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,8.2,48.6,10.7,39.12
EVT01,FAC003,2023-08-12,1,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,NaN,0.27,59.0,20.3,49.5,18.3,39.14
EVT01,FAC003,2023-08-13,2,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,25.5,58.9,25.6,39.47
EVT01,FAC003,2023-08-14,3,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,29.7,54.0,23.6,39.47
EVT01,FAC003,2023-08-15,4,Healthcare,Slab-on-grade,14289.2,1.04,NaN,0.18,53.3,0.27,59.0,24.2,62.8,16.0,40.12
EVT01,FAC003,2023-08-16,5,Healthcare,Slab-on-grade,NaN,1.04,47.3,0.18,53.3,0.27,59.0,32.5,76.3,31.3,41.48
EVT01,FAC003,2023-08-17,6,Healthcare,Slab-on-grade,14289.2,NaN,47.3,0.18,53.3,0.27,59.0,31.5,72.8,29.8,42.14
EVT01,FAC003,2023-08-18,7,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,NaN,73.3,39.8,43.76
EVT01,FAC003,2023-08-19,8,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,48.4,79.9,33.7,46.29
EVT01,FAC003,2023-08-20,9,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,NaN,51.3,84.1,NaN,46.66
EVT01,FAC003,2023-08-21,10,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,NaN,0.27,59.0,59.0,96.4,45.7,48.47
EVT01,FAC003,2023-08-22,11,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,67.9,90.7,49.6,51.76
EVT01,FAC003,2023-08-23,12,NaN,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,64.2,93.5,49.7,54.72
EVT01,FAC003,2023-08-24,13,Healthcare,Slab-on-grade,NaN,1.04,47.3,0.18,53.3,0.27,59.0,77.1,91.8,64.9,57.48
EVT01,FAC003,2023-08-25,14,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,NaN,59.0,74.6,93.7,62.5,59.4
EVT01,FAC003,2023-08-26,15,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,84.6,96.7,66.0,60.78
EVT01,FAC003,2023-08-27,16,Healthcare,Slab-on-grade,NaN,1.04,47.3,0.18,53.3,0.27,59.0,82.3,85.4,71.4,62.73
EVT01,FAC003,2023-08-28,17,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,82.4,94.7,72.1,64.59
EVT01,FAC003,2023-08-29,18,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,85.1,97.6,72.1,67.15
EVT01,FAC003,2023-08-30,19,Healthcare,Slab-on-grade,14289.2,NaN,47.3,0.18,53.3,0.27,59.0,NaN,95.1,76.7,69.75
EVT01,FAC003,2023-08-31,20,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,85.8,96.6,82.7,72.46
EVT01,FAC003,2023-09-01,21,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,87.1,90.2,83.7,73.7
EVT01,FAC003,2023-09-02,22,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,84.6,95.9,80.3,75.13
EVT01,FAC003,2023-09-03,23,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,85.5,97.7,82.8,77.42
EVT01,FAC003,2023-09-04,24,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,82.4,NaN,NaN,80.06
EVT01,FAC003,2023-09-05,25,Healthcare,Slab-on-grade,14289.2,NaN,NaN,0.18,53.3,NaN,NaN,90.4,86.1,88.7,80.29
EVT01,FAC003,2023-09-06,26,Healthcare,Slab-on-grade,14289.2,1.04,47.3,NaN,53.3,0.27,59.0,87.4,90.0,87.1,81.34
EVT01,FAC003,2023-09-07,27,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,NaN,59.0,98.7,94.9,81.8,81.34
EVT01,FAC003,2023-09-08,28,Healthcare,Slab-on-grade,14289.2,1.04,NaN,0.18,53.3,0.27,59.0,85.9,100.0,88.2,83.73
EVT01,FAC003,2023-09-09,29,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,86.9,99.8,88.0,83.73
EVT01,FAC003,2023-09-10,30,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,86.3,89.2,87.6,83.73
EVT01,FAC003,2023-09-11,31,Healthcare,Slab-on-grade,14289.2,NaN,47.3,0.18,53.3,0.27,59.0,95.2,95.9,88.3,83.81
EVT01,FAC003,2023-09-12,32,Healthcare,Slab-on-grade,14289.2,1.04,NaN,0.18,53.3,0.27,59.0,88.6,91.9,93.0,84.29
EVT01,FAC003,2023-09-13,33,Healthcare,Slab-on-grade,NaN,1.04,47.3,0.18,53.3,0.27,59.0,NaN,96.3,86.8,84.32
EVT01,FAC003,2023-09-14,34,Healthcare,Slab-on-grade,14289.2,1.04,47.3,0.18,53.3,0.27,59.0,89.9,94.2,91.1,84.32
EVT01,FAC004,2023-08-11,0,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,NaN,NaN,38.9,19.2,65.6,15.7,85.32
EVT01,FAC004,2023-08-12,1,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,23.3,72.2,17.4,85.81
EVT01,FAC004,2023-08-13,2,Retail,NaN,1335.2,0.49,100.5,0.24,78.7,1.97,NaN,29.2,74.3,25.7,86.11
EVT01,FAC004,2023-08-14,3,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,29.8,73.6,30.0,87.84
EVT01,FAC004,2023-08-15,4,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,33.8,76.8,30.7,87.84
EVT01,FAC004,2023-08-16,5,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,42.7,86.2,37.3,87.84
EVT01,FAC004,2023-08-17,6,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,51.7,93.5,47.3,87.84
EVT01,FAC004,2023-08-18,7,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,64.3,87.7,45.3,87.96
EVT01,FAC004,2023-08-19,8,Retail,NaN,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,67.4,95.4,52.0,89.06
EVT01,FAC004,2023-08-20,9,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,66.6,89.0,58.4,89.41
EVT01,FAC004,2023-08-21,10,NaN,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,79.3,95.9,NaN,89.41
EVT01,FAC004,2023-08-22,11,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,75.7,NaN,67.3,89.75
EVT01,FAC004,2023-08-23,12,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,80.5,88.9,73.7,89.9
EVT01,FAC004,2023-08-24,13,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,85.0,98.7,77.2,89.9
EVT01,FAC004,2023-08-25,14,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,80.0,88.1,81.0,90.73
EVT01,FAC004,2023-08-26,15,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,85.4,98.8,87.6,92.31
EVT01,FAC004,2023-08-27,16,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,92.2,92.9,87.5,92.31
EVT01,FAC004,2023-08-28,17,Retail,NaN,1335.2,NaN,100.5,0.24,78.7,1.97,38.9,84.1,93.2,89.5,92.66
EVT01,FAC004,2023-08-29,18,NaN,Pile/Pier,1335.2,0.49,NaN,0.24,78.7,1.97,38.9,92.9,99.8,89.2,95.3
EVT01,FAC004,2023-08-30,19,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,NaN,38.9,90.6,88.2,94.7,96.58
EVT01,FAC004,2023-08-31,20,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,94.6,100.0,93.8,96.86
EVT01,FAC004,2023-09-01,21,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,89.1,100.0,96.0,96.9
EVT01,FAC004,2023-09-02,22,NaN,NaN,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,100.0,100.0,89.7,98.08
EVT01,FAC004,2023-09-03,23,Retail,NaN,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,88.6,99.5,97.9,98.31
EVT01,FAC004,2023-09-04,24,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,91.2,96.5,96.4,98.71
EVT01,FAC004,2023-09-05,25,Retail,NaN,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,90.2,100.0,NaN,98.71
EVT01,FAC004,2023-09-06,26,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,86.1,92.8,96.9,98.71
EVT01,FAC004,2023-09-07,27,NaN,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,NaN,100.0,94.5,98.71
EVT01,FAC004,2023-09-08,28,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,NaN,38.9,94.6,100.0,93.6,99.88
EVT01,FAC004,2023-09-09,29,Retail,NaN,NaN,0.49,100.5,0.24,78.7,1.97,38.9,89.1,95.2,94.8,100.0
EVT01,FAC004,2023-09-10,30,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,NaN,100.0,98.7,100.0
EVT01,FAC004,2023-09-11,31,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,93.0,89.5,92.8,100.0
EVT01,FAC004,2023-09-12,32,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,91.4,95.9,95.6,100.0
EVT01,FAC004,2023-09-13,33,Retail,Pile/Pier,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,97.8,100.0,98.2,100.0
EVT01,FAC004,2023-09-14,34,Retail,NaN,1335.2,0.49,100.5,0.24,78.7,1.97,38.9,90.0,93.4,98.4,100.0
EVT01,FAC005,2023-08-11,0,Retail,Slab-on-grade,2686.1,NaN,52.8,0.96,87.6,0.09,57.7,8.6,39.6,19.5,47.07
EVT01,FAC005,2023-08-12,1,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,15.2,NaN,19.7,47.07
EVT01,FAC005,2023-08-13,2,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,NaN,46.0,22.7,47.43
EVT01,FAC005,2023-08-14,3,Retail,Slab-on-grade,2686.1,1.17,52.8,NaN,87.6,0.09,57.7,16.2,51.3,21.5,47.43
EVT01,FAC005,2023-08-15,4,Retail,Slab-on-grade,NaN,1.17,52.8,0.96,87.6,0.09,57.7,33.2,57.3,30.9,48.48
EVT01,FAC005,2023-08-16,5,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,NaN,57.7,34.9,NaN,NaN,48.48
EVT01,FAC005,2023-08-17,6,Retail,Slab-on-grade,NaN,1.17,52.8,0.96,87.6,0.09,57.7,33.3,64.5,34.1,49.12
EVT01,FAC005,2023-08-18,7,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,46.8,71.1,44.6,50.42
EVT01,FAC005,2023-08-19,8,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,54.0,74.9,47.0,51.97
EVT01,FAC005,2023-08-20,9,Retail,Slab-on-grade,2686.1,NaN,52.8,NaN,87.6,0.09,57.7,56.0,80.5,51.7,54.46
EVT01,FAC005,2023-08-21,10,Retail,Slab-on-grade,2686.1,NaN,52.8,0.96,87.6,0.09,NaN,63.8,94.3,61.0,56.99
EVT01,FAC005,2023-08-22,11,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,67.7,83.9,58.1,58.79
EVT01,FAC005,2023-08-23,12,Retail,Slab-on-grade,2686.1,NaN,NaN,0.96,87.6,0.09,57.7,69.8,NaN,70.6,61.63
EVT01,FAC005,2023-08-24,13,Retail,Slab-on-grade,2686.1,NaN,52.8,0.96,87.6,0.09,57.7,78.5,88.5,74.2,63.39
EVT01,FAC005,2023-08-25,14,Retail,Slab-on-grade,2686.1,1.17,NaN,0.96,87.6,0.09,57.7,80.8,85.6,77.7,65.7
EVT01,FAC005,2023-08-26,15,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,78.0,95.1,85.6,69.32
EVT01,FAC005,2023-08-27,16,Retail,Slab-on-grade,2686.1,1.17,NaN,0.96,87.6,0.09,57.7,80.3,87.1,83.2,70.14
EVT01,FAC005,2023-08-28,17,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,87.0,95.7,83.4,73.71
EVT01,FAC005,2023-08-29,18,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,86.0,87.7,87.5,75.85
EVT01,FAC005,2023-08-30,19,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,88.1,94.0,87.5,78.15
EVT01,FAC005,2023-08-31,20,Retail,Slab-on-grade,2686.1,1.17,NaN,0.96,87.6,0.09,57.7,89.8,97.2,89.1,81.14
EVT01,FAC005,2023-09-01,21,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,84.0,98.8,97.9,83.6
EVT01,FAC005,2023-09-02,22,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,88.7,96.2,96.5,85.76
EVT01,FAC005,2023-09-03,23,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,87.8,97.9,91.8,87.96
EVT01,FAC005,2023-09-04,24,Retail,Slab-on-grade,NaN,1.17,NaN,0.96,87.6,0.09,57.7,84.0,90.3,97.8,87.96
EVT01,FAC005,2023-09-05,25,Retail,Slab-on-grade,2686.1,NaN,52.8,0.96,87.6,0.09,57.7,87.1,88.3,99.4,89.59
EVT01,FAC005,2023-09-06,26,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,NaN,57.7,89.0,92.2,96.0,89.96
EVT01,FAC005,2023-09-07,27,Retail,Slab-on-grade,2686.1,1.17,NaN,0.96,87.6,0.09,57.7,97.6,91.7,96.4,91.1
EVT01,FAC005,2023-09-08,28,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,NaN,57.7,84.0,94.9,95.3,91.1
EVT01,FAC005,2023-09-09,29,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,80.9,94.5,99.1,91.1
EVT01,FAC005,2023-09-10,30,Retail,NaN,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,84.5,96.2,100.0,91.19
EVT01,FAC005,2023-09-11,31,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,88.9,100.0,100.0,92.23
EVT01,FAC005,2023-09-12,32,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,84.3,95.9,100.0,93.06
EVT01,FAC005,2023-09-13,33,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,87.1,87.9,94.5,93.54
EVT01,FAC005,2023-09-14,34,Retail,Slab-on-grade,2686.1,1.17,52.8,0.96,87.6,0.09,57.7,88.8,96.7,100.0,93.87
EVT01,FAC006,2023-08-11,0,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,10.7,59.0,12.3,46.57
EVT01,FAC006,2023-08-12,1,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,13.1,60.2,20.4,46.57
